,Date,Team,Name,Injury
1202,11/27/2022,POR,Jabari Walker,DNP - Coach's Decision
1203,11/27/2022,BKN,Kessler Edwards,DNP - Coach's Decision
1204,11/27/2022,BKN,Patty Mills,DNP - Coach's Decision
1205,11/27/2022,BKN,Markieff Morris,DNP - Coach's Decision
1206,11/27/2022,BKN,Day'Ron Sharpe,DNP - Coach's Decision
1207,11/27/2022,MIA,Udonis Haslem,DNP - Coach's Decision
1208,11/27/2022,MIA,Nikola Jovic,DNP - Coach's Decision
1209,11/27/2022,MIA,Gabe Vincent,DNP - Injury/Illness - Left Knee Effusion
1210,11/27/2022,ATL,Aaron Holiday,DNP - Coach's Decision
1211,11/27/2022,ATL,Justin Holiday,DNP - Coach's Decision
1212,11/27/2022,ATL,Vit Krejci,DNP - Coach's Decision
1213,11/27/2022,IND,James Johnson,DNP - Coach's Decision
1214,11/27/2022,IND,Andrew Nembhard,DNP - Injury/Illness - Left Knee; Bruise
1215,11/27/2022,LAC,Robert Covington,DNP - Coach's Decision
1216,11/27/2022,ORL,Kevon Harris,DNP - Coach's Decision
1217,11/27/2022,DET,Braxton Key,DNP - Coach's Decision
1218,11/27/2022,DET,Nerlens Noel,DNP - Coach's Decision
1219,11/27/2022,BOS,Blake Griffin,DNP - Coach's Decision
1220,11/28/2022,PHX,Josh Okogie,DNP - Coach's Decision
1221,11/28/2022,PHX,Dario Saric,DNP - Coach's Decision
1222,11/28/2022,SAC,Matthew Dellavedova,DNP - Coach's Decision
1223,11/28/2022,SAC,Keon Ellis,DNP - Coach's Decision
1224,11/28/2022,SAC,Richaun Holmes,DNP - Coach's Decision
1225,11/28/2022,SAC,Alex Len,DNP - Coach's Decision
1226,11/28/2022,SAC,Neemias Queta,DNP - Coach's Decision
1227,11/28/2022,WAS,Taj Gibson,DNP - Coach's Decision
1228,11/28/2022,ATL,Jarrett Culver,DNP - Coach's Decision
1229,11/28/2022,ATL,Aaron Holiday,DNP - Coach's Decision
1230,11/28/2022,ATL,Frank Kaminsky,DNP - Coach's Decision
1231,11/28/2022,ATL,Vit Krejci,DNP - Coach's Decision
1232,11/28/2022,PHI,Julian Champagnie,DNP - Coach's Decision
1233,11/28/2022,PHI,Montrezl Harrell,DNP - Coach's Decision
1234,11/28/2022,PHI,Saben Lee,DNP - Coach's Decision
1235,11/28/2022,OKC,Isaiah Joe,DNP - Coach's Decision
1236,11/28/2022,OKC,Aaron Wiggins,DNP - Coach's Decision
1237,11/28/2022,NOP,Kira Lewis Jr.,DNP - Coach's Decision
1238,11/28/2022,NOP,Dereon Seabron,DNP - Coach's Decision
1239,11/28/2022,BKN,Kessler Edwards,DNP - Coach's Decision
1240,11/28/2022,BKN,Patty Mills,DNP - Coach's Decision
1241,11/28/2022,BKN,Markieff Morris,DNP - Coach's Decision
1242,11/28/2022,BKN,Day'Ron Sharpe,DNP - Coach's Decision
1243,11/28/2022,IND,Kendall Brown,DNP - Coach's Decision
1244,11/28/2022,IND,Terry Taylor,DNP - Coach's Decision
1245,11/28/2022,LAL,Max Christie,DNP - Coach's Decision
1246,11/28/2022,LAL,Damian Jones,DNP - Coach's Decision
1247,11/28/2022,LAL,Matt Ryan,DNP - Coach's Decision
1248,11/28/2022,LAL,Juan Toscano-Anderson,DNP - Coach's Decision
1249,11/28/2022,TOR,Justin Champagnie,DNP - Coach's Decision
1250,11/28/2022,TOR,Ron Harper Jr.,DNP - Coach's Decision
1251,11/28/2022,CHI,Tony Bradley,DNP - Coach's Decision
1252,11/28/2022,CHI,Derrick Jones Jr.,DNP - Coach's Decision
1253,11/28/2022,CHI,Dalen Terry,DNP - Coach's Decision
1254,11/28/2022,UTA,Ochai Agbaji,DNP - Coach's Decision
1255,11/28/2022,UTA,Simone Fontecchio,DNP - Coach's Decision
1256,11/29/2022,POR,Greg Brown III,DNP - Coach's Decision
1257,11/29/2022,POR,Damian Lillard,DNP - Injury/Illness - Right Soleus; Strain
1258,11/29/2022,POR,Jabari Walker,DNP - Coach's Decision
1259,11/29/2022,GSW,Moses Moody,DNP - Coach's Decision
1260,11/29/2022,DAL,Jaden Hardy,DNP - Coach's Decision
1261,11/29/2022,DAL,JaVale McGee,DNP - Coach's Decision
1262,11/29/2022,DAL,Frank Ntilikina,DNP - Coach's Decision
1263,11/29/2022,DAL,Theo Pinson,DNP - Coach's Decision
1264,11/29/2022,NYK,Evan Fournier,DNP - Coach's Decision
1265,11/30/2022,MIL,Thanasis Antetokounmpo,DNP - Coach's Decision
1266,11/30/2022,MIL,Jordan Nwora,DNP - Coach's Decision
1267,11/30/2022,NYK,Evan Fournier,DNP - Coach's Decision
1268,11/30/2022,NYK,Miles McBride,DNP - Coach's Decision
1269,11/30/2022,NYK,Svi Mykhailiuk,DNP - Coach's Decision
1270,11/30/2022,NYK,Jericho Sims,DNP - Coach's Decision
1271,11/30/2022,MEM,Kennedy Chandler,DNP - Coach's Decision
1272,11/30/2022,MEM,Kenneth Lofton Jr.,DNP - Coach's Decision
1273,11/30/2022,MEM,Xavier Tillman,DNP - Coach's Decision
1274,11/30/2022,MEM,Vince Williams Jr.,DNP - Coach's Decision
1275,11/30/2022,MIN,Luka Garza,DNP - Coach's Decision
1276,11/30/2022,MIN,Nathan Knight,DNP - Coach's Decision
1277,11/30/2022,MIN,A.J. Lawson,DNP - Coach's Decision
1278,11/30/2022,MIN,Josh Minott,DNP - Coach's Decision
1279,11/30/2022,SAS,Charles Bassey,DNP - Coach's Decision
1280,11/30/2022,SAS,Gorgui Dieng,DNP - Coach's Decision
1281,11/30/2022,HOU,Boban Marjanovic,DNP - Coach's Decision
1282,11/30/2022,DEN,Bones Hyland,DNP - Coach's Decision
1283,11/30/2022,NOP,Jaxson Hayes,DNP - Coach's Decision
1284,11/30/2022,NOP,Kira Lewis Jr.,DNP - Coach's Decision
1285,11/30/2022,NOP,Dereon Seabron,DNP - Coach's Decision
1286,11/30/2022,WAS,Taj Gibson,DNP - Coach's Decision
1287,11/30/2022,BKN,David Duke Jr.,DNP - Coach's Decision
1288,11/30/2022,BKN,Kessler Edwards,DNP - Coach's Decision
1289,11/30/2022,BKN,Patty Mills,DNP - Coach's Decision
1290,11/30/2022,MIA,Jamal Cain,DNP - Coach's Decision
1291,11/30/2022,MIA,Nikola Jovic,DNP - Coach's Decision
1292,11/30/2022,MIA,Dru Smith,DNP - Coach's Decision
1293,11/30/2022,BOS,Blake Griffin,DNP - Coach's Decision
1294,11/30/2022,BOS,Justin Jackson,DNP - Coach's Decision
1295,11/30/2022,BOS,Mfiondu Kabengele,DNP - Coach's Decision
1296,11/30/2022,BOS,Payton Pritchard,DNP - Coach's Decision
1297,11/30/2022,BOS,Noah Vonleh,DNP - Coach's Decision
1298,11/30/2022,IND,James Johnson,DNP - Coach's Decision
1299,11/30/2022,PHX,Dario Saric,DNP - Coach's Decision
1300,11/30/2022,UTA,Talen Horton-Tucker,DNP - Coach's Decision
1301,11/30/2022,CLE,Jarrett Allen,DNP - Injury/Illness - Back; Contusion
1302,12/01/2022,DAL,Jaden Hardy,DNP - Coach's Decision
1303,12/01/2022,DAL,JaVale McGee,DNP - Coach's Decision
1304,12/01/2022,DAL,Frank Ntilikina,DNP - Coach's Decision
1305,12/01/2022,DAL,Theo Pinson,DNP - Coach's Decision
1306,12/01/2022,DET,Hamidou Diallo,DNP - Coach's Decision
1307,12/01/2022,DET,Rodney McGruder,DNP - Coach's Decision
1308,12/01/2022,DET,Nerlens Noel,DNP - Coach's Decision
1309,12/02/2022,MIA,Nikola Jovic,DNP - Coach's Decision
1310,12/02/2022,MIA,Duncan Robinson,DNP - Coach's Decision
1311,12/02/2022,MIA,Dru Smith,DNP - Coach's Decision
1312,12/02/2022,BOS,Blake Griffin,DNP - Coach's Decision
1313,12/02/2022,BOS,Justin Jackson,DNP - Coach's Decision
1314,12/02/2022,BOS,Mfiondu Kabengele,DNP - Coach's Decision
1315,12/02/2022,BOS,Payton Pritchard,DNP - Coach's Decision
1316,12/02/2022,BOS,Noah Vonleh,DNP - Coach's Decision
1317,12/02/2022,IND,Goga Bitadze,DNP - Coach's Decision
1318,12/02/2022,IND,James Johnson,DNP - Coach's Decision
1319,12/02/2022,UTA,Leandro Bolmaro,DNP - Coach's Decision
1320,12/02/2022,TOR,Dalano Banton,DNP - Coach's Decision
1321,12/02/2022,TOR,Malachi Flynn,DNP - Coach's Decision
1322,12/02/2022,BKN,Kessler Edwards,DNP - Coach's Decision
1323,12/02/2022,BKN,Patty Mills,DNP - Coach's Decision
1324,12/02/2022,BKN,Day'Ron Sharpe,DNP - Coach's Decision
1325,12/02/2022,LAL,Max Christie,DNP - Coach's Decision
1326,12/02/2022,LAL,Damian Jones,DNP - Coach's Decision
1327,12/02/2022,LAL,Juan Toscano-Anderson,DNP - Coach's Decision
1328,12/02/2022,MIL,Thanasis Antetokounmpo,DNP - Coach's Decision
1329,12/02/2022,MIL,AJ Green,DNP - Coach's Decision
1330,12/02/2022,MIL,Jordan Nwora,DNP - Coach's Decision
1331,12/02/2022,CHA,James Bouknight,DNP - Coach's Decision
1332,12/02/2022,CHI,Tony Bradley,DNP - Coach's Decision
1333,12/02/2022,CHI,Dalen Terry,DNP - Coach's Decision
1334,12/02/2022,GSW,Moses Moody,DNP - Coach's Decision
1335,12/02/2022,HOU,Josh Christopher,DNP - Coach's Decision
1336,12/02/2022,HOU,Boban Marjanovic,DNP - Coach's Decision
1337,12/02/2022,PHX,Josh Okogie,DNP - Coach's Decision
1338,12/02/2022,PHX,Duane Washington Jr.,DNP - Coach's Decision
1339,12/02/2022,NOP,Jaxson Hayes,DNP - Coach's Decision
1340,12/02/2022,NOP,Willy Hernangomez,DNP - Coach's Decision
1341,12/02/2022,SAS,Gorgui Dieng,DNP - Coach's Decision
1342,12/02/2022,DEN,Christian Braun,DNP - Coach's Decision
1343,12/02/2022,DEN,Zeke Nnaji,DNP - Coach's Decision
1344,12/02/2022,DEN,Jack White,DNP - Coach's Decision
1345,12/02/2022,ATL,Frank Kaminsky,DNP - Coach's Decision
1346,12/02/2022,ATL,Tyrese Martin,DNP - Coach's Decision
1347,12/02/2022,ORL,R.J. Hampton,DNP - Coach's Decision
1348,12/02/2022,ORL,Admiral Schofield,DNP - Coach's Decision
1349,12/02/2022,CLE,Raul Neto,DNP - Coach's Decision
1350,12/02/2022,PHI,Montrezl Harrell,DNP - Coach's Decision
1351,12/02/2022,PHI,Saben Lee,DNP - Coach's Decision
1352,12/02/2022,MEM,Kennedy Chandler,DNP - Coach's Decision
1353,12/02/2022,MEM,Kenneth Lofton Jr.,DNP - Coach's Decision
1354,12/02/2022,MEM,Xavier Tillman,DNP - Coach's Decision
1355,12/03/2022,MIL,Wesley Matthews,DNP - Coach's Decision
1356,12/03/2022,CHA,James Bouknight,DNP - Coach's Decision
1357,12/03/2022,CHA,JT Thor,DNP - Coach's Decision
1358,12/03/2022,HOU,Boban Marjanovic,DNP - Coach's Decision
1359,12/03/2022,POR,Ibou Badji,DNP - Coach's Decision
1360,12/03/2022,UTA,Ochai Agbaji,DNP - Coach's Decision
1361,12/03/2022,UTA,Nickeil Alexander-Walker,DNP - Coach's Decision
1362,12/03/2022,UTA,Udoka Azubuike,DNP - Coach's Decision
1363,12/03/2022,UTA,Leandro Bolmaro,DNP - Coach's Decision
1364,12/03/2022,NYK,Evan Fournier,DNP - Coach's Decision
1365,12/03/2022,OKC,Isaiah Joe,DNP - Coach's Decision
1366,12/03/2022,OKC,Mike Muscala,DNP - Coach's Decision
1367,12/03/2022,OKC,Aaron Wiggins,DNP - Coach's Decision
1368,12/03/2022,OKC,Jaylin Williams,DNP - Coach's Decision
1369,12/03/2022,MIN,Bryn Forbes,DNP - Injury/Illness - N/A; Gastroenteritis
1370,12/03/2022,MIN,Luka Garza,DNP - Coach's Decision
1371,12/03/2022,MIN,Nathan Knight,DNP - Coach's Decision
1372,12/03/2022,MIN,A.J. Lawson,DNP - Coach's Decision
1373,12/03/2022,MIN,Josh Minott,DNP - Coach's Decision
1374,12/04/2022,CHI,Tony Bradley,DNP - Coach's Decision
1375,12/04/2022,CHI,Dalen Terry,DNP - Coach's Decision
1376,12/04/2022,SAC,Matthew Dellavedova,DNP - Coach's Decision
1377,12/04/2022,SAC,Keon Ellis,DNP - Coach's Decision
1378,12/04/2022,SAC,Richaun Holmes,DNP - Coach's Decision
1379,12/04/2022,SAC,Alex Len,DNP - Coach's Decision
1380,12/04/2022,SAC,Trey Lyles,DNP - Coach's Decision
1381,12/04/2022,BOS,Blake Griffin,DNP - Coach's Decision
1382,12/04/2022,BKN,Patty Mills,DNP - Coach's Decision
1383,12/04/2022,BKN,Markieff Morris,DNP - Coach's Decision
1384,12/04/2022,MEM,Kennedy Chandler,DNP - Coach's Decision
1385,12/04/2022,MEM,Kenneth Lofton Jr.,DNP - Coach's Decision
1386,12/04/2022,MEM,Vince Williams Jr.,DNP - Coach's Decision
1387,12/04/2022,DET,Rodney McGruder,DNP - Coach's Decision
1388,12/04/2022,DET,Nerlens Noel,DNP - Coach's Decision
1389,12/04/2022,LAL,Max Christie,DNP - Coach's Decision
1390,12/04/2022,LAL,Damian Jones,DNP - Coach's Decision
1391,12/04/2022,LAL,Kendrick Nunn,DNP - Coach's Decision
1392,12/04/2022,LAL,Juan Toscano-Anderson,DNP - Coach's Decision
1393,12/04/2022,IND,Goga Bitadze,DNP - Coach's Decision
1394,12/04/2022,CLE,Raul Neto,DNP - Coach's Decision
1395,12/04/2022,NYK,Evan Fournier,DNP - Coach's Decision
1396,12/04/2022,NYK,Svi Mykhailiuk,DNP - Coach's Decision
1397,12/04/2022,NYK,Cam Reddish,DNP - Coach's Decision
1398,12/04/2022,NYK,Derrick Rose,DNP - Coach's Decision
1399,12/04/2022,NYK,Jericho Sims,DNP - Coach's Decision
1400,12/04/2022,NOP,Jaxson Hayes,DNP - Coach's Decision
1401,12/05/2022,MIL,Thanasis Antetokounmpo,DNP - Coach's Decision
1402,12/05/2022,MIL,Wesley Matthews,DNP - Coach's Decision
1403,12/05/2022,ORL,Kevon Harris,DNP - Coach's Decision
1404,12/05/2022,BOS,Justin Jackson,DNP - Coach's Decision
1405,12/05/2022,BOS,Payton Pritchard,DNP - Coach's Decision
1406,12/05/2022,BOS,Noah Vonleh,DNP - Coach's Decision
1407,12/05/2022,TOR,Dalano Banton,DNP - Coach's Decision
1408,12/05/2022,TOR,Khem Birch,DNP - Coach's Decision
1409,12/05/2022,TOR,Justin Champagnie,DNP - Coach's Decision
1410,12/05/2022,TOR,Jeff Dowtin Jr.,DNP - Coach's Decision
1411,12/05/2022,TOR,Malachi Flynn,DNP - Coach's Decision
1412,12/05/2022,TOR,Ron Harper Jr.,DNP - Coach's Decision
1413,12/05/2022,MIA,Udonis Haslem,DNP - Coach's Decision
1414,12/05/2022,MIA,Nikola Jovic,DNP - Coach's Decision
1415,12/05/2022,MIA,Duncan Robinson,DNP - Coach's Decision
1416,12/05/2022,MEM,Kenneth Lofton Jr.,DNP - Coach's Decision
1417,12/05/2022,OKC,Darius Bazley,DNP - Coach's Decision
1418,12/05/2022,OKC,Eugene Omoruyi,DNP - Coach's Decision
1419,12/05/2022,OKC,Jaylin Williams,DNP - Coach's Decision
1420,12/05/2022,ATL,Aaron Holiday,DNP - Coach's Decision
1421,12/05/2022,ATL,Justin Holiday,DNP - Coach's Decision
1422,12/05/2022,ATL,Frank Kaminsky,DNP - Coach's Decision
1423,12/05/2022,ATL,Tyrese Martin,DNP - Coach's Decision
1424,12/05/2022,DAL,JaVale McGee,DNP - Coach's Decision
1425,12/05/2022,DAL,Kemba Walker,DNP - Coach's Decision
1426,12/05/2022,IND,Goga Bitadze,DNP - Coach's Decision
1427,12/05/2022,IND,Terry Taylor,DNP - Coach's Decision
1428,12/05/2022,GSW,Patrick Baldwin Jr.,DNP - Coach's Decision
1429,12/05/2022,GSW,Ryan Rollins,DNP - Coach's Decision
1430,12/05/2022,LAC,Brandon Boston Jr.,DNP - Coach's Decision
1431,12/05/2022,LAC,Amir Coffey,DNP - Coach's Decision
1432,12/05/2022,LAC,Robert Covington,DNP - Coach's Decision
1433,12/05/2022,CHA,James Bouknight,DNP - Coach's Decision
1434,12/05/2022,PHI,Saben Lee,DNP - Coach's Decision
1435,12/05/2022,PHI,Jaden Springer,DNP - Coach's Decision
1436,12/05/2022,HOU,Josh Christopher,DNP - Coach's Decision
1437,12/05/2022,HOU,Boban Marjanovic,DNP - Coach's Decision
1438,12/05/2022,HOU,TyTy Washington Jr.,DNP - Coach's Decision
1439,12/06/2022,CLE,Robin Lopez,DNP - Coach's Decision
1440,12/06/2022,DAL,Davis Bertans,DNP - Coach's Decision
1441,12/06/2022,DAL,Jaden Hardy,DNP - Coach's Decision
1442,12/06/2022,DAL,JaVale McGee,DNP - Coach's Decision
1443,12/06/2022,DAL,Frank Ntilikina,DNP - Coach's Decision
1444,12/06/2022,DAL,Theo Pinson,DNP - Coach's Decision
1445,12/06/2022,DAL,Kemba Walker,DNP - Coach's Decision
1446,12/06/2022,DEN,DeAndre Jordan,DNP - Coach's Decision
1447,12/06/2022,DEN,Davon Reed,DNP - Coach's Decision
1448,12/06/2022,DEN,Ish Smith,DNP - Coach's Decision
1449,12/06/2022,DEN,Peyton Watson,DNP - Coach's Decision
1450,12/06/2022,DET,Hamidou Diallo,DNP - Coach's Decision
1451,12/06/2022,DET,Rodney McGruder,DNP - Coach's Decision
1452,12/06/2022,DET,Nerlens Noel,DNP - Coach's Decision
1453,12/06/2022,MIA,Udonis Haslem,DNP - Coach's Decision
1454,12/07/2022,CHI,Tony Bradley,DNP - Coach's Decision
1455,12/07/2022,CHI,Malcolm Hill,DNP - Coach's Decision
1456,12/07/2022,CHI,Dalen Terry,DNP - Coach's Decision
1457,12/07/2022,NYK,Evan Fournier,DNP - Coach's Decision
1458,12/07/2022,NYK,Cam Reddish,DNP - Coach's Decision
1459,12/07/2022,NYK,Derrick Rose,DNP - Coach's Decision
1460,12/07/2022,IND,James Johnson,DNP - Coach's Decision
1461,12/07/2022,IND,Trevelin Queen,DNP - Coach's Decision
1462,12/07/2022,IND,Jalen Smith,DNP - Injury/Illness - Right Knee; Sore
1463,12/07/2022,IND,Terry Taylor,DNP - Coach's Decision
1464,12/07/2022,MIN,Bryn Forbes,DNP - Coach's Decision
1465,12/07/2022,MIN,Nathan Knight,DNP - Coach's Decision
1466,12/07/2022,MIN,Josh Minott,DNP - Coach's Decision
1467,12/07/2022,DET,Rodney McGruder,DNP - Coach's Decision
1468,12/07/2022,DET,Nerlens Noel,DNP - Coach's Decision
1469,12/07/2022,NOP,Jaxson Hayes,DNP - Coach's Decision
1470,12/07/2022,NOP,Willy Hernangomez,DNP - Coach's Decision
1471,12/07/2022,NOP,Garrett Temple,DNP - Coach's Decision
1472,12/07/2022,CHA,James Bouknight,DNP - Coach's Decision
1473,12/07/2022,BKN,Patty Mills,DNP - Coach's Decision
1474,12/07/2022,OKC,Darius Bazley,DNP - Coach's Decision
1475,12/07/2022,MIL,MarJon Beauchamp,DNP - Coach's Decision
1476,12/07/2022,MIL,Serge Ibaka,DNP - Coach's Decision
1477,12/07/2022,MIL,Jordan Nwora,DNP - Coach's Decision
1478,12/07/2022,TOR,Khem Birch,DNP - Coach's Decision
1479,12/07/2022,TOR,Ron Harper Jr.,DNP - Coach's Decision
1480,12/07/2022,GSW,Patrick Baldwin Jr.,DNP - Coach's Decision
1481,12/07/2022,GSW,Ryan Rollins,DNP - Coach's Decision
1482,12/07/2022,UTA,Udoka Azubuike,DNP - Coach's Decision
1483,12/07/2022,UTA,Leandro Bolmaro,DNP - Coach's Decision
1484,12/07/2022,UTA,Talen Horton-Tucker,DNP - Coach's Decision
1485,12/07/2022,LAC,Brandon Boston Jr.,DNP - Coach's Decision
1486,12/07/2022,ORL,R.J. Hampton,DNP - Coach's Decision
1487,12/08/2022,DEN,Zeke Nnaji,DNP - Coach's Decision
1488,12/08/2022,DEN,Davon Reed,DNP - Coach's Decision
1489,12/08/2022,DEN,Ish Smith,DNP - Coach's Decision
1490,12/08/2022,DEN,Peyton Watson,DNP - Coach's Decision
1491,12/08/2022,POR,Greg Brown III,DNP - Coach's Decision
1492,12/08/2022,POR,Jabari Walker,DNP - Coach's Decision
1493,12/08/2022,HOU,Garrison Mathews,DNP - Coach's Decision
1494,12/08/2022,SAS,Gorgui Dieng,DNP - Coach's Decision
1495,12/08/2022,LAC,Amir Coffey,DNP - Coach's Decision
1496,12/08/2022,MIA,Udonis Haslem,DNP - Coach's Decision
1497,12/08/2022,MIA,Nikola Jovic,DNP - Coach's Decision
1498,12/08/2022,MIA,Duncan Robinson,DNP - Coach's Decision
1499,12/09/2022,LAL,Max Christie,DNP - Coach's Decision
1500,12/09/2022,LAL,Damian Jones,DNP - Coach's Decision
1501,12/09/2022,LAL,Kendrick Nunn,DNP - Coach's Decision
1502,12/09/2022,PHI,Jaden Springer,DNP - Coach's Decision
1503,12/09/2022,NYK,Evan Fournier,DNP - Coach's Decision
1504,12/09/2022,NYK,Cam Reddish,DNP - Coach's Decision
1505,12/09/2022,NYK,Derrick Rose,DNP - Coach's Decision
1506,12/09/2022,SAC,Keon Ellis,DNP - Coach's Decision
1507,12/09/2022,SAC,Richaun Holmes,DNP - Coach's Decision
1508,12/09/2022,SAC,Alex Len,DNP - Coach's Decision
1509,12/09/2022,CLE,Mamadi Diakite,DNP - Coach's Decision
1510,12/09/2022,CLE,Robin Lopez,DNP - Coach's Decision
1511,12/09/2022,ATL,Frank Kaminsky,DNP - Coach's Decision
1512,12/09/2022,ATL,Vit Krejci,DNP - Coach's Decision
1513,12/09/2022,ATL,Tyrese Martin,DNP - Coach's Decision
1514,12/09/2022,BKN,Kessler Edwards,DNP - Coach's Decision
1515,12/09/2022,BKN,Patty Mills,DNP - Coach's Decision
1516,12/09/2022,BKN,Markieff Morris,DNP - Coach's Decision
1517,12/09/2022,BKN,Cam Thomas,DNP - Coach's Decision
1518,12/09/2022,MIN,Bryn Forbes,DNP - Coach's Decision
1519,12/09/2022,MIN,Luka Garza,DNP - Coach's Decision
1520,12/09/2022,MIN,Nathan Knight,DNP - Coach's Decision
1521,12/09/2022,MIN,Matt Ryan,DNP - Coach's Decision
1522,12/09/2022,UTA,Udoka Azubuike,DNP - Coach's Decision
1523,12/09/2022,UTA,Leandro Bolmaro,DNP - Coach's Decision
1524,12/09/2022,UTA,Micah Potter,DNP - Coach's Decision
1525,12/09/2022,TOR,Dalano Banton,DNP - Coach's Decision
1526,12/09/2022,TOR,Malachi Flynn,DNP - Coach's Decision
1527,12/09/2022,ORL,R.J. Hampton,DNP - Coach's Decision
1528,12/09/2022,ORL,Caleb Houstan,DNP - Coach's Decision
1529,12/09/2022,WAS,Bradley Beal,DNP - Injury/Illness - Right Hamstring Strain
1530,12/09/2022,IND,James Johnson,DNP - Injury/Illness - Right Elbow; Sprain
1531,12/09/2022,MIL,Thanasis Antetokounmpo,DNP - Coach's Decision
1532,12/09/2022,MIL,MarJon Beauchamp,DNP - Coach's Decision
1533,12/09/2022,MIL,AJ Green,DNP - Coach's Decision
1534,12/09/2022,MIL,Serge Ibaka,DNP - Coach's Decision
1535,12/09/2022,MIL,Jordan Nwora,DNP - Coach's Decision
1536,12/09/2022,DAL,Davis Bertans,DNP - Coach's Decision
1537,12/09/2022,DAL,JaVale McGee,DNP - Coach's Decision
1538,12/09/2022,DAL,Frank Ntilikina,DNP - Coach's Decision
1539,12/09/2022,DAL,Theo Pinson,DNP - Coach's Decision
1540,12/09/2022,DAL,Kemba Walker,DNP - Coach's Decision
1541,12/09/2022,PHX,Bismack Biyombo,DNP - Coach's Decision
1542,12/09/2022,PHX,Ish Wainright,DNP - Coach's Decision
1543,12/09/2022,NOP,Jaxson Hayes,DNP - Coach's Decision
1544,12/09/2022,NOP,Willy Hernangomez,DNP - Coach's Decision
1545,12/09/2022,NOP,Kira Lewis Jr.,DNP - Coach's Decision
1546,12/09/2022,NOP,Garrett Temple,DNP - Coach's Decision
1547,12/09/2022,DET,Hamidou Diallo,DNP - Coach's Decision
1548,12/09/2022,DET,Nerlens Noel,DNP - Coach's Decision
1549,12/10/2022,UTA,Udoka Azubuike,DNP - Coach's Decision
1550,12/10/2022,UTA,Micah Potter,DNP - Coach's Decision
1551,12/10/2022,DEN,Vlatko Cancar,DNP - Coach's Decision
1552,12/10/2022,DEN,Zeke Nnaji,DNP - Coach's Decision
1553,12/10/2022,DEN,Davon Reed,DNP - Coach's Decision
1554,12/10/2022,DEN,Ish Smith,DNP - Coach's Decision
1555,12/10/2022,DEN,Peyton Watson,DNP - Coach's Decision
1556,12/10/2022,IND,Goga Bitadze,DNP - Coach's Decision
1557,12/10/2022,IND,James Johnson,DNP - Coach's Decision
1558,12/10/2022,IND,Terry Taylor,DNP - Coach's Decision
1559,12/10/2022,MIN,Bryn Forbes,DNP - Coach's Decision
1560,12/10/2022,MIN,Luka Garza,DNP - Coach's Decision
1561,12/10/2022,MIN,Nathan Knight,DNP - Coach's Decision
1562,12/10/2022,MIN,Matt Ryan,DNP - Coach's Decision
1563,12/10/2022,POR,Greg Brown III,DNP - Coach's Decision
1564,12/10/2022,POR,Keon Johnson,DNP - Coach's Decision
1565,12/10/2022,POR,Jabari Walker,DNP - Coach's Decision
1566,12/10/2022,OKC,Eugene Omoruyi,DNP - Coach's Decision
1567,12/10/2022,OKC,Jaylin Williams,DNP - Coach's Decision
1568,12/10/2022,CLE,Mamadi Diakite,DNP - Coach's Decision
1569,12/10/2022,CLE,Isaiah Mobley,DNP - Coach's Decision
1570,12/10/2022,SAS,Gorgui Dieng,DNP - Coach's Decision
1571,12/10/2022,SAS,Alize Johnson,DNP - Coach's Decision
1572,12/10/2022,MIA,Udonis Haslem,DNP - Coach's Decision
1573,12/10/2022,MIA,Haywood Highsmith,DNP - Coach's Decision
1574,12/10/2022,MIA,Dru Smith,DNP - Coach's Decision
1575,12/10/2022,LAC,Amir Coffey,DNP - Coach's Decision
1576,12/10/2022,LAC,Robert Covington,DNP - Coach's Decision
1577,12/10/2022,LAC,Jason Preston,DNP - Coach's Decision
1578,12/10/2022,WAS,Vernon Carey Jr.,DNP - Coach's Decision
1579,12/10/2022,WAS,Isaiah Todd,DNP - Coach's Decision
1580,12/11/2022,TOR,Malachi Flynn,DNP - Coach's Decision
1581,12/11/2022,ORL,R.J. Hampton,DNP - Coach's Decision
1582,12/11/2022,ORL,Caleb Houstan,DNP - Coach's Decision
1583,12/11/2022,LAL,Max Christie,DNP - Coach's Decision
1584,12/11/2022,LAL,Damian Jones,DNP - Coach's Decision
1585,12/11/2022,DET,Hamidou Diallo,DNP - Coach's Decision
1586,12/11/2022,DET,Rodney McGruder,DNP - Coach's Decision
1587,12/11/2022,DET,Nerlens Noel,DNP - Coach's Decision
1588,12/11/2022,SAC,Keon Ellis,DNP - Coach's Decision
1589,12/11/2022,SAC,Richaun Holmes,DNP - Coach's Decision
1590,12/11/2022,NYK,Evan Fournier,DNP - Coach's Decision
1591,12/11/2022,NYK,Svi Mykhailiuk,DNP - Coach's Decision
1592,12/11/2022,NYK,Cam Reddish,DNP - Coach's Decision
1593,12/11/2022,NYK,Derrick Rose,DNP - Coach's Decision
1594,12/11/2022,MIL,Thanasis Antetokounmpo,DNP - Coach's Decision
1595,12/11/2022,MIL,MarJon Beauchamp,DNP - Coach's Decision
1596,12/11/2022,MIL,Serge Ibaka,DNP - Coach's Decision
1597,12/11/2022,HOU,Josh Christopher,DNP - Coach's Decision
1598,12/11/2022,HOU,Trevor Hudgins,DNP - Coach's Decision
1599,12/11/2022,HOU,Boban Marjanovic,DNP - Coach's Decision
1600,12/11/2022,HOU,TyTy Washington Jr.,DNP - Coach's Decision
